paragraph_text,paragraph_index,book_name
    “原来如此！”,23, 第1737章 站出来！
    “不错不错。方虚圣这首诗说是赠庆君，实则是投向庆君的长矛。庆君之所以失态，应该就是知道自己被这首诗戏耍了。啧啧……”,24, 第1737章 站出来！
    “除了这首诗，还有另一首《登岳阳楼》，这应该不是反讽。”,25, 第1737章 站出来！
    “这首当然不是反讽。前四句‘昔闻洞庭水，今上岳阳楼。吴楚东南坼，乾坤日夜浮’和《观洞庭湖赠庆君》有相似之处，都是在写景色，写洞庭湖的壮丽。而后四句‘亲朋无一字，老病有孤舟。戎马关山北，凭轩涕泗流’，则很简单，这是方运在以张龙象的身份在感怀自己，身为景国人，却只能留在巴陵城，站在岳阳楼上，望着北方，那里正在展开激烈的战争，自己却只能远远看着，无法参战，只能默默哭泣。现在看来，这首诗的最后四句，最精妙的地方在于，将方虚圣与张龙象的身世完美融合到了一起。”,26, 第1737章 站出来！
    颜域空轻声叹息，道：“戎马关山北，凭轩涕泗流。也只有方运与张龙象两人合一，才能写出如此令人感慨的诗句。当时看这首诗的时候，我还觉张鸣州过于悲愤，虽有大志，但怨气太重，不过今天看来，与其说是怨念太深，不如说是讥讽一些人，生生把人族虚圣逼得镇守两州，生生把‘张龙象’逼得与‘方虚圣’文比！可笑！可悲！可叹！更加可恶！”,27, 第1737章 站出来！
    说到最后，颜域空咬牙切齿。,28, 第1737章 站出来！
    听完颜域空的解释，众人才恍然大悟。,29, 第1737章 站出来！
    “不关照不行啊，你可是我景国唯一的希望。”冯院君是微笑着说的，看似在开玩笑，但语气里却隐含着无奈，但更多的还是积极的情绪。,29, 第330章 收购
    “都是老朋友了，私下就不说这种话。这些天十国有没有什么重大的事情？”,30, 第330章 收购
    “除了文曲星照不知照何人，就是妖蛮在两界山大兵压境，后者你可能已经知道。之后重大的事情，就是你了。我敢保证，今日天亮后的《文报》增刊头版，必然全都是你的事情。”冯院君道。,31, 第330章 收购
    “嗯，那就没什么大事了。”方运心中却在想文曲星照那事最好别提了，那事要是暴露，比星之王严重百倍。方运隐约猜到，文曲星照之所以那么特别，绝对不会照一次就结束，在之后必然会有更大的好处。可惜有关的资料和信息太过于珍贵，现在还无从知晓，只能从得到文曲星照的圣人的传记中发现一些蛛丝马迹。(未完待续。。),32, 第330章 收购
    上品文心，立地书橱的力量被激发！,59, 第1417章 连破纪录
    方运在立地书橱中储存了三篇战诗词，每一篇都可以瞬间用出。,60, 第1417章 连破纪录
    .(未完待续。)xh:.74.240.212,61, 第1417章 连破纪录
    足足过了十几息，才有人交头接耳。,12, 第1736章 我是张龙象
    “这是……什么意思？”,13, 第1736章 我是张龙象
    “鬼才知道。”,14, 第1736章 我是张龙象
    “看看那些大儒，似乎都想明白了，可他们都不说。”,15, 第1736章 我是张龙象
    “我看，他们不是不说，是被吓到了。”,16, 第1736章 我是张龙象
    “我他么……这么笨吗？我毕竟是一国举人，把十三经背得滚瓜烂熟，可怎么就无法理解这句话呢？什么叫‘我是张龙象’？谁告诉我，方虚圣为什么说自己是张龙象？打破文胆我也想不明白！”,17, 第1736章 我是张龙象
    方运的圣墟友人一桌成了附近人的焦点，甚至有几个人直接走过来，想要听他们的结论。,18, 第1736章 我是张龙象
    李繁铭眨了眨眼睛，道：“这是什么意思？我猜猜，难道是说，文界人张龙象被关押的那些年，跑到圣元大陆来伪装成方运？”,19, 第1736章 我是张龙象
    “不对不对。张龙象年过三十，而且当年已经是进士，若是进圣元大陆重新科举，会被三位半圣考官一指头捏死。”,20, 第1736章 我是张龙象
    “听说半圣有一念三千梦之能，难道张龙象身在文界，梦在方运？”,21, 第1736章 我是张龙象
    “你还不如说张龙象死在文界，然后神念重聚夺走方虚圣的躯体。”,22, 第1736章 我是张龙象
    “咦？这个想法不错，当年方虚圣昏死过去后，突然灵智大开，会不会就是张龙象附体？”,23, 第1736章 我是张龙象
    “少扯淡，当圣庙是摆设吗？当众圣是傻子吗？若方虚圣是被人附体，进进出出圣院这么久，被众圣关注这么多年，不知道死多少回了。”,24, 第1736章 我是张龙象
    “好吧，这种说法否定。那么，真相只有一个……”颜域空说完，看着众人。,25, 第1736章 我是张龙象
    李繁铭原本没只是粗浅理解此诗，听完颜域空的话，感受到‘可笑、可悲、可叹、可恶’八个字中蕴含的感情，顿时红了眼圈。,30, 第1737章 站出来！
    李繁铭悲愤道：“原来如此，原来如此！方虚圣也罢，张龙象也罢，原本只是想去赶赴边疆杀敌，但可悲的是，竟然被宗雷两家和庆国生生逼得自己与自己文比！这是何等可笑之事？即便是异族蛮夷听说此事，也会捧腹大笑！可是人族竟然能做出这种事，堂堂虚圣，竟然被逼到这种地步！”,31, 第1737章 站出来！
    颜域空眼眶微红，低声道：“我枉为方运友人，直到今日才发觉，他在伪装成张龙象的日子，不知受到多少打击，受到多少委屈，受到多少威胁！我甚至怀疑，他为了完成书山使命，所以在文界忍辱负重，被人当成逆种，甚至成为某些人的棋子，最后突破各种险阻，终于在毕参之战中取得胜利！他以刀笔向妖蛮，后背却被人族以刀笔伤！这是何等的胸怀！又这是何等的悲怆！他站在两界山的身影，定然比泰山更伟岸！”,32, 第1737章 站出来！
    等颜域空说完，在场的人才彻底明白颜域空的悲伤。,33, 第1737章 站出来！
    一个庆国老翰林当场站起，舌绽春雷怒吼！,34, 第1737章 站出来！
    “谁！站出来！是何人威胁方虚圣假扮的张龙象？是何人！他肩负书山使命，指挥人族在两界山与妖蛮死战，甚至以一己之力结束毕参之战，取得人族历史上从来未有过的辉煌战绩！这种功臣，谁在逼他？谁！站出来！站出来！”,35, 第1737章 站出来！
    老翰林说着，两行清泪止不住流淌。,36, 第1737章 站出来！
    “我不相信庆国人做得出这等事……”老翰林呜咽着，难以继续说下去。,37, 第1737章 站出来！
    这是一个身为庆国读书人的悔恨，为自己曾经敌视方运而悔，为自己国度有那种卑劣之人而恨！,38, 第1737章 站出来！
    .(未完待续。)..唐家三少的《斗罗大陆2绝世唐门》手游发布啦，想玩的书友们请关注微信公众号进行下载安装 ( 手游开服大全 搜索 sykfdq 按住3秒即可复制 ),39, 第1737章 站出来！
    方运的圣墟友人们轻轻点头。,26, 第1736章 我是张龙象
    旁边听他们说话的人脑袋已经成了一团浆糊。,27, 第1736章 我是张龙象
    “什么真相？你们到底知道了什么？”,28, 第1736章 我是张龙象
    “到时候你便知道了，”颜域空道，“真不愧是方虚圣啊，玩了全人族还不够，顺便玩了一把全妖界。明天，估计妖界众圣树能炸锅。”,29, 第1736章 我是张龙象
    数息后，雷廷真难以置信地大吼：“怪不得！怪不得！怪不得张龙象出现之时，方运在闭关！怪不得方运出现后，张龙象开始闭关！无人知道你三上书山遇到何事，现在老夫才明白，你三上书山后，进入文界，化身张龙象，守护两界山！你便是张龙象，张龙象便是方运！”,30, 第1736章 我是张龙象
    雷廷真的话把许多人从迷茫中惊醒。,31, 第1736章 我是张龙象
    其余大儒轻轻点头，或面带微笑，或轻轻松了口气，或继续沉思。,32, 第1736章 我是张龙象
    衣知世把酒杯缓缓放下，喟然一叹，不知道在叹什么。,33, 第1736章 我是张龙象
    姜河川又惊又喜，但是没有犯雷廷真一样的错误，在方运没有亲口承认，在结果没有确定之前，他什么都没说，只是静静地望着方运。,34, 第1736章 我是张龙象
    姜河川的双目中有一片海洋在涌动。,35, 第1736章 我是张龙象
    大儒和世家子弟们知道足够多的秘密，所以当方运说完后，他们隐约能猜到原因，可是绝大多数人即便听到雷廷真解释完，还是迷糊，包括一些翰林甚至大学士。,36, 第1736章 我是张龙象
    “怎么回事？三上书山跟文界有何关系？”,37, 第1736章 我是张龙象
    “谁能解释清楚？”,38, 第1736章 我是张龙象
    “知世大儒，现在恐怕只有您能说清了！”,39, 第1736章 我是张龙象
    “衣文豪，请解惑！”,40, 第1736章 我是张龙象
    “知世先生！”,41, 第1736章 我是张龙象
    许多人大声喊着衣知世，希望他能出面解释。,42, 第1736章 我是张龙象
    衣知世轻轻摇头，若是那些官员求问，他根本懒得理会，但现在很多百姓发问，他却不知如何拒绝。,43, 第1736章 我是张龙象
    熟悉后，衣知世字斟句酌舌绽春雷。,44, 第1736章 我是张龙象
    “据衣某猜测，方虚圣的三上书山最终考验，便是化身文界人张龙象，率军前往两界山，帮助人族获得毕参之战的胜利。自始至终，便只有方虚圣，从无张龙象。”,45, 第1736章 我是张龙象
    众人仔细思索，随后恍然大悟。,46, 第1736章 我是张龙象
    数以百万道炽热的目光望向方运。,47, 第1736章 我是张龙象
    但是，没有一个人说话，他们只是望着方运，只是想听方运的答复。,48, 第1736章 我是张龙象
    “知世先生果非常人，全部猜中。”,49, 第1736章 我是张龙象
    岳阳楼上的方运，衣衫飘荡，身体挺直，面带微笑。,50, 第1736章 我是张龙象
    此刻，所有人都感觉，方运是这片天地的主宰。,51, 第1736章 我是张龙象
    “举世无双！举世无双！”花君老人兴奋地大喊，满面通红，全然失态。,52, 第1736章 我是张龙象
    “好！好！好！”姜河川已经不知道用什么来表达自己的激动，只能不断说同一个字。,53, 第1736章 我是张龙象
    这位老先生的眼角，溢出一丝水光，但很快消散，又变成景国的文相。,54, 第1736章 我是张龙象
    武君猛地一拍桌子，把侍从吓了一跳。,55, 第1736章 我是张龙象
    “好！不愧是方虚圣，怪不得老子一起喜欢这两个人，不是没道理的！文界怎么可能会出现如此天才，既然是方虚圣，那一切就说得通了！哈哈哈……太有意思了！”,56, 第1736章 我是张龙象
    身边的武国众官直翻白眼，武君连“朕”都不自称了，开始自称“老子”，回武国后定然会被御史骂得狗血淋头。,57, 第1736章 我是张龙象
    大兔子张着大嘴，无比迷茫，完全想不通方运怎么变成了张龙象，它还想等张龙象来的时候，嘲笑张龙象是庆犬吠雪。,58, 第1736章 我是张龙象
    庆君瘫在椅子上，无力地看着方运。,59, 第1736章 我是张龙象
    他的手一直在抖。,60, 第1736章 我是张龙象
    他无法相信这个事实，更无法承受这件事带来的后果。,61, 第1736章 我是张龙象
    .,62, 第1736章 我是张龙象
    马上会发一张万民、真龙和学海三文台的图片，发了那么多儒道相关图片，这是第一张我觉得画比我书中描述更好看的。,63, 第1736章 我是张龙象
    .(未完待续。)..唐家三少的《斗罗大陆2绝世唐门》手游发布啦，想玩的书友们请关注微信公众号进行下载安装 ( 手游开服大全 搜索 sykfdq 按住3秒即可复制 ),64, 第1736章 我是张龙象
    听到姜河川的喝骂，一些人已经意识到，花君老人的骂大儒，拉开一场序幕。,0, 第1740章 孔家！孔家！
    “幸亏张龙象就是方虚圣，若真是两个人，那么，现在两个人极可能两败俱伤！一人被文压，另一人知道对方是被宗雷逼迫后，必然心怀愧疚！雷廷真之行为，岂止畜生，近乎叛族！”景国大学士赛志学舌绽春雷。,1, 第1740章 孔家！孔家！
    “在下主持文会，本不应该参与此事，但身为一个读书人，在下还有最基本的良知。若雷家要杀，若圣院要罚，那便带上在下。花君老人说的好！雷廷真此人，卑鄙无耻，人人可骂！”,2, 第1740章 孔家！孔家！
    “我呸，狗屁大儒！来杀我啊！”一个巴陵城的老妇人突然冲雷廷真吐痰，然后大骂。,3, 第1740章 孔家！孔家！
    “骂你又如何？畜生！”,4, 第1740章 孔家！孔家！
    “大家怎能如此辱骂大儒？我只是举人，文位太低，若我是大儒，我肯定不会骂他，我一定会打他！”方运在江州的同窗宁志远也开始反击雷廷真。,5, 第1740章 孔家！孔家！
    十国之人终于忍不住，开始骂向雷廷真，而且骂声越来越烈，难以阻挡。,6, 第1740章 孔家！孔家！
    雷廷真漠然冷对，他已经承受了一次文胆蒙尘，现在即便被骂，也只是稍微多蒙尘，差别不大。,7, 第1740章 孔家！孔家！
    “圣院瞎了眼吗？刑殿都是蠢物吗？雷廷真暗害虚圣，为何圣院还不出手？”一个进士舌绽春雷。,8, 第1740章 孔家！孔家！
    突然，葛忆明舌绽春雷道：“诸位，何必如此口出不逊？且不说他是令人尊敬的大儒，站在雷家的一边想想，雷家人只是想让张龙象在文比上胜过方虚圣，又没有出手杀人！和文压方运相比，杀方运才应该被骂。”,9, 第1740章 孔家！孔家！
    许多人听着生气，继续骂葛忆明，但也有一些人停下来，想想也是，文压方运总比杀死方运好。,10, 第1740章 孔家！孔家！
    但是，只有少数人发觉，葛忆明竟然如此恶毒。,11, 第1740章 孔家！孔家！
    这句话表面仅仅是帮助雷廷真解释，但最后一句话却将矛头直指方运：让张龙象文压不算什么，方运杀了雷家家主雷重漠才是大问题。,12, 第1740章 孔家！孔家！
    方运转头看向葛忆明，目光中没有丝毫的感情。,13, 第1740章 孔家！孔家！
    雷重漠立刻向葛忆明投以感激之色，没想到连自己都无法解决的事，葛忆明却发现事情的关键，成功将事态扭转。,14, 第1740章 孔家！孔家！
    雷家一位大学士舌绽春雷道：“不错！雷家找人文压方虚圣固然有错，但方虚圣去杀我雷家家主，却是大罪！若是可以毫无顾忌骂大儒，那便可以毫无顾忌骂方虚圣！”,15, 第1740章 孔家！孔家！
    骂声骤然变少，很快便没人再骂。,16, 第1740章 孔家！孔家！
    雷家人暗暗松了口气，都感激地看向葛忆明。,17, 第1740章 孔家！孔家！
    庆君、宗甘雨和其余庆国官员用欣赏的目光看着葛忆明，一些文位较低善于钻营的官员已经意识到葛忆明必将飞黄腾达，已经开始想办法就接近葛忆明。葛百万地位虽然不低，但文位太低，终究成不了大气候，但这位葛忆明有葛百万指导，又挽回雷家颜面，必然前途无量。,18, 第1740章 孔家！孔家！
    方运看着葛忆明，竟然笑了，然后看向雷廷真，道：“我三上书山的考验，正如知世先生的猜测一般，是以疑似逆种张龙象之身，夺回权力，整合训练珠江军，前往两界山，助人族取得胜利。你们未身临其中，并不知道其中的凶险，那时处处是悬崖，只要踏错一步，我便粉身碎骨。因为那一次考验，书山不管我的生死！”,19, 第1740章 孔家！孔家！
    许多人轻声叹息，虽然都预料到方运当时很危险，但没想到已经危及性命。,20, 第1740章 孔家！孔家！
    “当雷廷真说，他携圣元大陆雷家、宗家与谷家等世家的善意拜访时，我心中何等惊讶，诸位可想而知。”,21, 第1740章 孔家！孔家！
    这句话如一首战诗炸开，众人终于可以确定，雷家与谷家也参与了此事。,22, 第1740章 孔家！孔家！
    方运继续道：“当雷廷真逼我要文压‘方运’之时，说我无路可选的时候，我心中很矛盾，觉得可笑，又觉得无奈，因为我若不答应他必然会身死文界，所以，我只能答应。只是，当时我对自己发誓，当日之仇，必当厚报！说起来……我之前真不知道，文界秦国丞相祝奉穹，竟然也与宗雷两家交好，成为宗雷两家的传声筒，在文界中命令我做事。”,23, 第1740章 孔家！孔家！
    如果说前一句话是大儒战诗爆开，那么这一番话，相当于半圣战诗发威。,24, 第1740章 孔家！孔家！
    实际上，大多数人并没有意识到什么，甚至不清楚这段话的意义，但是，那些世家子弟与高文位之人则惊得目瞪口呆。,25, 第1740章 孔家！孔家！
    砰！,26, 第1740章 孔家！孔家！
    一个孔家大学士拍案而起。,27, 第1740章 孔家！孔家！
    随后，所有的孔家人陆续起身。,28, 第1740章 孔家！孔家！
    直到孔家人全都站起，许多人才意识到事情的严重性。,29, 第1740章 孔家！孔家！
    张龙象可是身在孔圣文界，那是孔圣力量创造出的一界，任何文界，都是其所在世家的根基之一，绝对不容他人染指。,30, 第1740章 孔家！孔家！
    更何况，那是孔圣文界！,31, 第1740章 孔家！孔家！
    宗雷两家的力量竟然已经触及孔家最核心的腹地，竟然让文界秦国的丞相沦为两家的走狗，这对孔家来说，已经不仅仅是脸面的问题，而是一场莫大的危机！,32, 第1740章 孔家！孔家！
    孔家内部已经被渗透得如此严重？,33, 第1740章 孔家！孔家！
    孔德论傲然望着宗甘雨与雷廷真所在的地方，舌绽春雷道：“看来，我孔家韬光养晦太久，有人已经忘记这是一个曾经声震万界的家族，甚至忘记，这是一个曾经在万界之巅战斗过的家族。诸位兄弟叔伯，我等被小看了。”,34, 第1740章 孔家！孔家！
    “三蛮曾小看过孔家，五妖山曾小看过孔家，四海龙宫曾小看过孔家，妖界同样小看过孔家，咱们孔家，被小看惯了。”孔德天微微一笑，但语气充满骄傲。,35, 第1740章 孔家！孔家！
    因为那些小看孔家的，都曾被孔圣一人镇压。,36, 第1740章 孔家！孔家！
    妖界之所以要攻打两界山，之所以要灭人族，相当一部分原因是对人族的恐惧，而他们恐惧的来源，便是孔子。,37, 第1740章 孔家！孔家！
    孔子是孔家人。,38, 第1740章 孔家！孔家！
    孔圣文界的秦秦国丞相，也应该是孔家的人。,39, 第1740章 孔家！孔家！
    当人们看向孔家人，都会发现，无论是之前宗雷两家、庆谷两君联手的气势，还是衣知世一人定河山之威，都远远不及这里的孔家人。,40, 第1740章 孔家！孔家！
    庆君的身体颤抖起来，他强忍当众与宗家雷家割袍断义的冲动，闭着嘴不说话。,41, 第1740章 孔家！孔家！
    许多庆国官员的腿已经软了。,42, 第1740章 孔家！孔家！
    雷廷真的手指抖了抖。,43, 第1740章 孔家！孔家！
    .(未完待续。)//天蚕土豆改编的3D浮空炫斗手游《全民大主宰》公测啦，想玩的书友们请关注微信公众号进行下载安装 ( 手游开服大全 搜索 sykfdq 按住3秒即可复制 ),44, 第1740章 孔家！孔家！
    “乱你心？你的一切在我面前毫无用处。水印广告测试  水印广告测试我只是觉得，生在半圣世家真是好啊。总有人说你们蒙家人贪，但这不是问题，若说贪，所有的众圣世家都在贪。你们蒙家的问题在于，利用害人的手段让自己贪下去。唉，明明有更好的路，你们为何不走。”,0, 第290章 自投罗网
    凶君冷笑道：“我知道你想说什么。但既然是我们蒙家的东西，为何要让给别人！凭什么孔家想要什么就可以，我们想要什么就必须拿东西去换。”,1, 第290章 自投罗网
    “换？有更大的好处为什么不去换？若是八年前你拿着蒙圣的遗物前去圣院，召集众圣世家，你一切不取，只取星之王，那么，会发生什么事？众圣世家会利用八年的时间准备此次彗星长廊之行，他们会不惜一切培养这一代的人，然后用尽一切办法保证所有人安全入圣墟，安全入彗星长廊，最后尽最大可能让所有人进入更远的长廊，同时帮你得星之王。”,2, 第290章 自投罗网
    “他们不会的。”,3, 第290章 自投罗网
    “不，原本他们不会，但孔家之龙死后，他们会。众圣之所以没有把过多的力量投入到彗星长廊，是因为他们知道这里面太难了。众圣也有能力让一人成星之王，但代价太大，得不偿失。而你有了妖祖玉牌，那么付出很小的代价就能让你成为星之王，众圣为何不做？”,4, 第290章 自投罗网
    “事情未必那么顺利。”凶君的声音有些低沉。,5, 第290章 自投罗网
    方运看着凶君，缓缓道：“你现在已经后悔了，在你得知我能带着那么多举人来到第七长廊的时候，你就后悔了！若是众圣早准备八年，到达第七长廊的举人数量足以超一百！这一百举人，将来就是一百大儒。而这仅仅是一代！可惜啊，你不仅得不到星之王，还让我人族少了近百大儒！”,6, 第290章 自投罗网
    方运长叹一声，在路上的时候就在感慨。若是凶君像自己一样是平民。那么有大秘密绝不能透露或交换，众圣或许不会动手。但那些众圣世家中必然有败类会按捺不住。,7, 第290章 自投罗网
    凶君身在半圣世家，只要不是半圣出手，整个人族都没人能奈何了他，所以凶君完全可以说出蒙圣遗物。到时候众圣世家只能与蒙家合作。,8, 第290章 自投罗网
    妖祖玉牌最厉害的地方在于可以命令霜犬，只要能见到霜犬，那么所有来第七长廊的妖蛮要么死，要么跑，没有别的选择，绝了妖蛮两族争星之王的念头。,9, 第290章 自投罗网
    “可惜啊……”方运道。,10, 第290章 自投罗网
    凶君却突然露出凶狠的笑容，道：“你连我的偷袭和剧毒都能避过。让我没信心杀你，但没想到你自投罗网！我们蒙家就是贪，那有怎么样？只要成为星之王，只要我能封圣。我就可以成为人族功臣，可以位列众圣殿，可以流芳百世！至于你，一个英年早逝的天才而已。”,11, 第290章 自投罗网
    “哦？蒙圣流芳百世了？”方运问。,12, 第290章 自投罗网
    “你……我不与你废话！霜犬，杀了他！”,13, 第290章 自投罗网
    所有的妖蛮看向方运，尤其是龙岭，眼中充满了快意，道：“不能亲手杀死你我很遗憾，但能看着你死在这里，我很高兴。侮辱我的下场，只有死路一条！”,14, 第290章 自投罗网
    “那可未必啊，你说呢，霜犬？”方运道。,15, 第290章 自投罗网
    那霜犬盯着飞来飞去的小流星看了会一会儿，轻叹一声，道：“我不能杀这个人族。”,16, 第290章 自投罗网
    “什么！”凶君和龙岭齐声吼叫着扭头，难以置信地看着霜犬，几乎要把脖子扭断。,17, 第290章 自投罗网
    “霜犬，你最好把话说清楚！你难道想背叛妖祖吗？”凶君道。,18, 第290章 自投罗网
    “这个人，也有妖祖的信物！我不能杀他。所以，我袖手旁观，你们自己决定周后一个胜利者！”霜犬说完，慢慢向后退去。,19, 第290章 自投罗网
    此刻的霜犬的身体已经恢复霜白，身上带刺的冰尖慢慢增多，而鹰炎的羽毛也慢慢长出来。,20, 第290章 自投罗网
    鹰炎看到这个场面，哈哈大笑。,21, 第290章 自投罗网
    “传说人族的方运很厉害，不仅让逆种大学士风城绝吃了个大亏，清江蛟王的儿子被杀，甚至连堂堂清江蛟王都被逼得抽筋扒皮，一世凶名烟消云散！好，我倒要看看你们两个怎么对付他！哈哈哈……”,22, 第290章 自投罗网
    其余的两个圣子却面色一喜，看向那星之王座，而在此之前，他们没有任何的机会。,23, 第290章 自投罗网
    凶君和龙岭面面相觑，没想到竟然无法控制霜犬，这意味着手里最大的底牌消失。,24, 第290章 自投罗网
    最大的打击在于，到手的胜利飞了。,25, 第290章 自投罗网
    凶君的目光变得茫然起来，不敢相信自己多年的努力即将为泡影。,26, 第290章 自投罗网
    “不！我绝不会让蒙祖的失败重演！为了这一天，我准备了八年！我去杀人，去掠夺豪门，去不断为我蒙家积累力量。绝不会输！也绝不能输在这里。”,27, 第290章 自投罗网
    “蒙祖在看着！蒙家的列祖列宗在看着！我没有输，也不可能输。蒙家无畏！一个跳梁小丑而已！”,28, 第290章 自投罗网
    凶君随后看着龙岭继续道：“龙岭，你若是想要得到那东西，想要纯化血脉，想要迎娶你最仰慕的那位龙宫公主，必须杀了这个方运！你要是杀不了他，我就不能成星之王，你我之间的协议作废！拿出你最强的力量吧，不要让我失望。”,29, 第290章 自投罗网
    龙岭凝视着着凶君，突然一脚踢出，把凶君踢得胸骨碎裂，嗷嗷叫了一声。,30, 第290章 自投罗网
    龙岭的目光变得无比冷酷。,31, 第290章 自投罗网
    “我之所以与你合作，是因为你比我聪明，也因为你能给我好处，不是让你多嘴多舌刺激我！你现在要靠我才能得到星之王，那就老老实实闭嘴！记住，在我杀死方运后，你亲自告诉我如何得到……那物！”,32, 第290章 自投罗网
    鹰炎在一旁道：“你是龙蛮人，又是想纯化血脉，我已经猜到一些。怪不得你愿意跟这个人族合作，对你来说，那些东西远比星之王的好处更大！”,33, 第290章 自投罗网
    方运听鹰炎一说，隐隐猜到一些可能。,34, 第290章 自投罗网
    狼蛮圣子忍不住道：“龙蛮人的地位远低于蛟龙，但又非常向往四海真龙，所以他们一族不断在寻求血脉纯化的道路，希望有一天能够成为血如真龙。方运，你跑吧，凶君不会只让龙岭一个人对付。”,35, 第290章 自投罗网
    凶君对另外两个圣子道：“只要你们两个帮助龙岭，等离开彗星长廊，我会给予你们足够的报酬！龙岭可以作证。在那之前，我会让你们知道杀死一个方运有多么简单。”,36, 第290章 自投罗网
    凶君说着口中含着一本医书，轻轻一晃，一道浅绿色的光芒笼罩在两个圣子身上。,37, 第290章 自投罗网
    龙岭道：“还有龙蛮一族的友谊！”,38, 第290章 自投罗网
    两个圣子相视一眼，其中那头虎妖圣子立刻道：“气血之力配合你们人族的医书，等于有半个不死之身，我们杀！”,39, 第290章 自投罗网
    众人的态度无比谦卑，不是因为衣知世是文豪，而是因为他几年后便会成为半圣。,0, 第1733章 屡屡追问
    衣知世看了看周围，直接走到方运之前所座的椅子坐下。,1, 第1733章 屡屡追问
    “诸位坐吧，今日的主角是方虚圣与张鸣州，这一天衣某已经期待很久了。”衣知世笑着拿起桌上的月饼，掰成两半，一半自己拿着，另一半递给傻呆呆的大兔子。,2, 第1733章 屡屡追问
    大兔子没想到这么大的人物竟然给自己好吃的，立刻起身用两只大爪子接过，然后恭恭敬敬鞠躬，与人一模一样。,3, 第1733章 屡屡追问
    衣知世莞尔一笑，拿着另一半月饼吃起来。,4, 第1733章 屡屡追问
    众人全都好奇地看着衣知世，在他们眼里，这等大人物应该不食人间烟火，可现在竟然和自己一样当众吃月饼，实在感到新奇。,5, 第1733章 屡屡追问
    衣知世的动作非常文雅，仿佛在定义谦谦君子这个词语。,6, 第1733章 屡屡追问
    远处的一些巴陵城女子双眼发光，因为衣知世就是典型的美男子，身材挺拔，气质儒雅，既不过于粗犷，也不瘦弱，一双眸子倒映星空，神秘深邃，好像能把人的魂儿勾走。,7, 第1733章 屡屡追问
    许多女子仅仅看着衣知世的侧面就脸红心跳，目光牢牢黏在衣知世的面庞之上，无论是他那细黑的眉毛还是挺秀的鼻梁，甚至连嘴唇的弧线都让她们为之着迷。,8, 第1733章 屡屡追问
    只有武君撇撇嘴，小声道：“以前我就讨厌他这副做派，啧啧，吃个月饼都能那么潇洒从容，一点没有男子汉气概！吃月饼不应该吃到一半拍打衣服把渣弄掉吗？他吃月饼竟然不掉渣，那也叫吃月饼？”,9, 第1733章 屡屡追问
    武君身边的人直翻白眼，虽然武君与衣知世有多年的君臣之谊，但两人并没有什么私交。,10, 第1733章 屡屡追问
    等吃完半个月饼，衣知世环视周围，微微一笑，道：“你们看着衣某做什么？看上面。对了，张鸣州何在？”,11, 第1733章 屡屡追问
    宗甘雨微笑道：“张鸣州早就抵达，可能因为雷家人登门拜访而暂时不便上前，毕竟方运的手段人神共愤。不过，正因为张鸣州还没出面，我才想问一问知世老弟，您觉得，这张鸣州与方运谁的胜算更大一些？我听说，您很喜欢张鸣州？”,12, 第1733章 屡屡追问
    衣知世看着宗甘雨，道：“的确，衣某极爱张鸣州的几首诗，不过，方虚圣的几首诗同样让我反复吟诵。别人衣某不敢说，但两人的诗词，远远超过我。”,13, 第1733章 屡屡追问
    宗甘雨笑道：“若是论经义，他们两人就远远不如您，至于诗词，无非是小道而已。您此来巴陵城，不只是为了两人的文比吧？”,14, 第1733章 屡屡追问
    “当然。衣某此次外出，更多是为了散心。读万卷书，不如行万里路。这巴陵城，将会是第一处。”,15, 第1733章 屡屡追问
    不远处的武君大声道：“那庆京必然是你的第二站，对吧？知世，你虽然卸任我武国文相，但还有我亲自册封的爵位和加衔，你可不能不去啊。”武君说完挑衅地看着庆君。,16, 第1733章 屡屡追问
    “两国大文比，衣某自然非去不可。”衣知世道。,17, 第1733章 屡屡追问
    宗甘雨又道：“知世老弟若到庆京，老夫必然倒履相迎，与知世老弟游遍名胜古迹。不过，在那之前，此次文比才是重中之重。知世老弟，你就不用藏着掖着，说说你认为两人谁的胜算大。”,18, 第1733章 屡屡追问
    在场众多人皱起眉头，这已经是宗甘雨第三次要衣知世表明看法。,19, 第1733章 屡屡追问
    第一次衣知世还未出现，第二次被衣知世故意岔开话题，第三次还继续追问，意图太过明显。,20, 第1733章 屡屡追问
    “宗家主，我来此地只是吃个月饼，看个文会，何必要让我将两人分个高下？”衣知世轻轻摇头，面带苦笑，似是并不愿意参与其中。,21, 第1733章 屡屡追问
    “老夫别无他意，只是好奇而已。毕竟，您可是人族文豪，半圣之下第一人，若您能在文比前做出评判，必然能让本次文会生辉？诸位，老夫说的没错吧？”,22, 第1733章 屡屡追问
    宗甘雨说着面向其余人，许多人轻轻点头。,23, 第1733章 屡屡追问
    连一些支持方运的人都露出好奇之色，都想知道衣知世的态度。,24, 第1733章 屡屡追问
    “那么，知世老弟，你就来预测一下吧。”宗甘雨道。,25, 第1733章 屡屡追问
    方运的眉头微微皱了一下，随后恢复正常。,26, 第1733章 屡屡追问
    景国的一些官员或多或少都露出异样的神色，非要说个明白，方运与衣知世之间还有一丝小小的矛盾。,27, 第1733章 屡屡追问
